0.048575,0.026449,0.043723,0.032476,0.049041,0.06486,0.091541,0.118215,0.150661,0.182972,0.144919,0.092213,0.060154,0.031394,0.150834,0.184636,0.317143,0.363116,0.353298,0.406231,0.352334,0.341117,0.314597,0.292551,0.294683,0.288468,0.31464,0.360004,0.578961,0.690094,0.735034,0.852895,0.806125,0.76452,0.308306,0.007442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923,0,0,0,0,0,0.076923,0,0.076923,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846,0,0,0,0,0,0,0,0,0.076923,0.230769,0,0,0,0,0,0,0,0,0,0,0,0.153846,0,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16.384615,20.617394,46.769231,71.863118,788.923077,1761.80218,1,1,0
0.013136,0.026267,0.050279,0.047948,0.05863,0.044846,0.103833,0.110139,0.159339,0.168885,0.143436,0.089121,0.053616,0.033278,0.065695,0.173344,0.289461,0.316656,0.37444,0.394157,0.345201,0.377216,0.371104,0.313792,0.294097,0.30998,0.330618,0.369158,0.456699,0.457795,0.444129,0.36283,0.245175,0.324134,0.132222,0.008237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.005231,0.001675,0.006874,0.006602,0.008097,0.01585,0.043318,0.057233,0.085324,0.066441,0.081846,0.048898,0.037642,0.020159,0.071445,0.130466,0.201809,0.214062,0.24718,0.250311,0.224551,0.212248,0.177765,0.180319,0.162207,0.171259,0.26835,0.349594,0.418328,0.793377,0.865903,0.292006,0.152185,0.138638,0.081117,0.003657,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,2.828427,28,1.414214,674,113.137085,1,1,0
0.083522,0.070108,0.100108,0.102166,0.134509,0.129887,0.168332,0.224775,0.255818,0.280079,0.199703,0.134173,0.080598,0.039862,0.150651,0.405315,0.523644,0.563953,0.676615,0.638407,0.72678,0.562174,0.537388,0.564018,0.535794,0.510762,0.496142,0.549345,0.589374,0.837248,0.642571,0.582291,0.736196,0.433243,0.267324,0.061196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08357,0.091666,0.082734,0.091853,0.117317,0.126003,0.096964,0.212486,0.226164,0.241354,0.188814,0.107335,0.063253,0.034231,0.307524,0.718315,0.669738,0.508279,0.657855,0.629896,0.582661,0.574822,0.521341,0.543103,0.484972,0.491472,0.514585,0.552427,0.609325,0.655871,0.551147,0.475947,0.28418,0.17119,0.139313,0.01396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.292325,0.165992,0.243144,0.271574,0.240679,0.292528,0.372374,0.349485,0.487691,0.497556,0.43561,0.314003,0.245118,0.146619,0.64364,0.734857,0.875025,0.969819,1.02497,1.042886,1.061909,0.981574,1.054174,1.098833,1.0338,0.822672,0.923837,0.916873,1.009974,1.458011,1.144495,0.999272,0.782881,0.811031,0.608264,0.091893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.011419,0.035085,0.035178,0.030181,0.041684,0.061551,0.070878,0.125078,0.120752,0.172907,0.123036,0.080262,0.050308,0.019721,0.197312,0.152599,0.242302,0.327913,0.386303,0.360697,0.388281,0.383601,0.320835,0.346387,0.307428,0.342643,0.471846,0.719993,0.796474,1.148977,1.412201,1.163982,0.954544,0.474727,0.1849,0.012164,0,0,0,0,0,0.055556,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055556,0,0,0,0.222222,0,0,0,0,0,0,0,0,0.111111,0,0,0,0,0,0.111111,0,0,0.055556,0,0,0,0,0,0.055556,0,0,0,0,0,0.055556,0.055556,0,0,0,0,0,0,0,0,0,0,0.055556,0,0,0,0,0,0,0.055556,0.055556,0,0,0,0,0,0,0,0,0,18,37.5,114.124932,55.777778,175.525244,3159,21154.37298,1,1,0
0.001066,0.002659,0.004674,0.005328,0.011698,0.013331,0.021233,0.039982,0.076917,0.07887,0.061023,0.04184,0.030713,0.019147,0.05443,0.106643,0.171312,0.196626,0.283637,0.192247,0.192706,0.17514,0.159779,0.128936,0.155836,0.152877,0.136558,0.16432,0.239998,0.248643,0.27339,0.201962,0.139983,0.103932,0.067717,0.004156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.001357,0.008006,0.009433,0.008463,0.01073,0.010487,0.031956,0.035629,0.071739,0.083168,0.060467,0.04601,0.032203,0.017865,0.060106,0.095115,0.155955,0.204314,0.226814,0.225977,0.217986,0.219246,0.159778,0.15114,0.14121,0.135236,0.140661,0.17618,0.214704,0.269936,0.262535,0.223026,0.135323,0.099334,0.066041,0.00409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.158264,0.138072,0.143661,0.221175,0.213527,0.221529,0.265649,0.281611,0.319299,0.386289,0.285191,0.178373,0.11939,0.051034,0.439587,0.417031,0.758542,0.887791,0.801302,0.82383,0.733616,0.702491,0.655682,0.673199,0.640024,0.785293,0.748533,0.755669,0.699503,0.83899,0.748842,0.651652,0.428538,0.278487,0.150756,0.021866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0.072828,0.049806,0.111486,0.103464,0.078995,0.129417,0.161779,0.178524,0.191395,0.209881,0.155873,0.087405,0.073963,0.03701,0.898911,0.322986,0.593707,0.723177,0.634072,0.698081,0.571787,0.525358,0.448297,0.48325,0.507867,0.5369,0.530985,0.530391,0.526487,0.534479,0.504473,0.686177,0.626827,0.682783,0.306256,0.00839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,8,16.5,13.638182,36.875,19.258115,612.5,627.57629,1,2,0
