0.20387,0.00001,0.00000,0.00002,0.00229,0.00000,0.00001,0.00000,0.00000,0.00000,0.00002,0.00312,0.00000,0.00000,0.00000,0.00721,0.00367,0.00000,0.00000,0.00454,0.00000,0.00001,0.00340,0.00000,0.00000,0.00453,0.00000,0.00000,0.00137,0.00000,0.00000,0.00000,0.00007,0.00004,0.00733,0.00067,0.00324,0.00818,0.00344,0.00001,0.00153,0.00566,0.01893,0.00000,0.00000
0.00001,0.12649,0.00870,0.00009,0.00266,0.00004,0.00002,0.00543,0.00000,0.00002,0.01034,0.00767,0.00775,0.00002,0.00000,0.00000,0.00001,0.00000,0.00981,0.01307,0.00000,0.00003,0.00002,0.00000,0.00000,0.00179,0.05295,0.00003,0.00000,0.00000,0.01043,0.00000,0.00060,0.00330,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
0.01216,0.00559,0.16162,0.00000,0.00700,0.00000,0.00267,0.00000,0.00010,0.00000,0.00552,0.00000,0.00609,0.00090,0.00031,0.00000,0.00007,0.00333,0.00000,0.00006,0.00000,0.00007,0.00188,0.00000,0.00001,0.00000,0.00174,0.00068,0.00006,0.00026,0.00000,0.00000,0.00001,0.00828,0.00365,0.00003,0.00235,0.00671,0.00124,0.00000,0.00000,0.00003,0.00000,0.00004,0.00009
0.00331,0.00007,0.01032,0.12574,0.00012,0.00005,0.04970,0.00001,0.00332,0.00012,0.00014,0.00285,0.00029,0.00168,0.00000,0.06992,0.00991,0.00001,0.00331,0.00000,0.00017,0.01050,0.00954,0.00000,0.00000,0.00393,0.00344,0.00000,0.00008,0.00942,0.00008,0.00009,0.00363,0.00464,0.01671,0.02117,0.00092,0.00859,0.00243,0.00000,0.00011,0.00260,0.00000,0.00345,0.00018
0.01224,0.00000,0.00772,0.00000,0.04610,0.00000,0.00059,0.00073,0.00020,0.00001,0.00000,0.00003,0.00027,0.00016,0.02236,0.00000,0.00812,0.00943,0.00002,0.00000,0.00002,0.00419,0.00010,0.00654,0.00000,0.00442,0.00000,0.00395,0.00008,0.00007,0.00001,0.00001,0.00002,0.00920,0.00166,0.00000,0.00361,0.00257,0.00000,0.02266,0.00000,0.00000,0.00612,0.00003,0.00459
0.00330,0.00000,0.00002,0.00000,0.00000,0.00436,0.00000,0.00310,0.00030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00002,0.00000,0.10117,0.00000,0.00000,0.00004,0.01773,0.00000,0.00000,0.00003,0.00000,0.00004,0.00138,0.00000,0.00013,0.00000,0.00003,0.00000,0.00497,0.00400,0.00018,0.00006,0.00003,0.00340,0.00002,0.00004,0.00008
0.00204,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00032,0.00001,0.00260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00596,0.00000,0.00014,0.00029,0.00000,0.00000,0.00488,0.00000,0.00000,0.00510,0.00000,0.00000,0.00568,0.00000,0.00186,0.00000,0.00000,0.00000,0.00607
0.00004,0.01677,0.00207,0.00000,0.05510,0.00000,0.00024,0.00000,0.10564,0.00004,0.01506,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.02959,0.00011,0.00512,0.00000,0.00000,0.00003,0.00000,0.01225,0.00000,0.00000,0.04752,0.00896,0.00000,0.01446,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00027,0.00000,0.00010,0.00378,0.10428,0.00000,0.00000,0.00008,0.00509,0.00010,0.09538,0.00000,0.00881,0.00028,0.00036,0.00979,0.00009,0.01637,0.00001,0.00002,0.00011,0.00000,0.00000,0.00009,0.00028,0.00375,0.00000,0.00010,0.00001,0.01919,0.00000,0.00001,0.00000,0.02354,0.00204,0.00000,0.00014,0.00561,0.00000,0.00012,0.00000,0.00814,0.00008,0.00021,0.00890
0.00000,0.00000,0.00000,0.00914,0.00000,0.00670,0.00861,0.00000,0.00005,0.00429,0.00000,0.14141,0.00000,0.00002,0.00000,0.01908,0.00000,0.00000,0.00000,0.00000,0.00003,0.00001,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00204,0.00000,0.00000,0.00420,0.00000,0.00003,0.00000,0.00000,0.00221,0.00030,0.00364,0.00000,0.00000,0.00000,0.00000
0.00000,0.00361,0.01864,0.00000,0.05874,0.00003,0.00003,0.00000,0.00079,0.00000,0.00000,0.00000,0.07135,0.00000,0.00000,0.00000,0.00000,0.00038,0.00000,0.00000,0.00003,0.00001,0.00000,0.00038,0.00000,0.00000,0.00000,0.00000,0.00000,0.01257,0.02807,0.00000,0.00000,0.01815,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007,0.00000,0.00000,0.00000
0.00002,0.02067,0.00016,0.00004,0.00001,0.00921,0.00557,0.00118,0.00010,0.00194,0.00000,0.00009,0.00012,0.11723,0.00010,0.00002,0.01427,0.00003,0.00006,0.00002,0.00000,0.00970,0.00001,0.00001,0.00002,0.00000,0.00001,0.00004,0.00366,0.00000,0.00005,0.00001,0.00050,0.00000,0.00686,0.00000,0.02185,0.00003,0.00488,0.00000,0.01048,0.00001,0.00000,0.00529,0.00010
0.07396,0.00000,0.00000,0.00000,0.09483,0.00000,0.00000,0.01031,0.00000,0.00000,0.00002,0.00001,0.00000,0.00000,0.07939,0.01401,0.00120,0.00197,0.00022,0.00048,0.00000,0.00000,0.00032,0.01165,0.00000,0.00392,0.00014,0.00022,0.00000,0.00663,0.00603,0.00000,0.00000,0.02391,0.00670,0.00000,0.00000,0.00026,0.00000,0.00010,0.00000,0.00000,0.02322,0.00297,0.00000
0.00219,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00002,0.00017,0.00000,0.00159,0.00670,0.00000,0.00000,0.10245,0.00554,0.00000,0.00000,0.00026,0.00000,0.00011,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00295,0.00000,0.00000,0.00017,0.00002,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00084,0.00000
0.00000,0.00612,0.00000,0.00000,0.00480,0.00000,0.00000,0.00001,0.00001,0.00254,0.00126,0.00003,0.00000,0.00000,0.00000,0.00000,0.07657,0.00419,0.00000,0.00000,0.00067,0.00001,0.00002,0.00338,0.00004,0.01514,0.00000,0.00000,0.00000,0.00000,0.00552,0.00000,0.00000,0.00001,0.00001,0.00000,0.01305,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.05840,0.00000
0.05323,0.00002,0.00158,0.00007,0.14084,0.00000,0.00000,0.00000,0.00217,0.00015,0.00135,0.00279,0.00000,0.00000,0.02212,0.00000,0.00000,0.10675,0.00013,0.00011,0.00000,0.00000,0.00000,0.00976,0.00020,0.00073,0.00000,0.00025,0.00014,0.02168,0.00000,0.00008,0.00000,0.04744,0.00015,0.00000,0.00000,0.00035,0.00000,0.00244,0.00007,0.00009,0.00000,0.00034,0.00000
0.00000,0.01241,0.00000,0.00000,0.00000,0.07821,0.06714,0.00021,0.00000,0.00061,0.00000,0.00000,0.00000,0.04924,0.00000,0.00000,0.00000,0.00000,0.01538,0.00000,0.10565,0.00000,0.06416,0.00000,0.00000,0.00021,0.03135,0.00000,0.00000,0.00000,0.00272,0.00000,0.01068,0.00221,0.00000,0.00042,0.00000,0.01193,0.00000,0.00123,0.05328,0.00003,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00034,0.00004,0.00005,0.00828,0.00005,0.00000,0.00000,0.00000,0.01549,0.00000,0.00812,0.00000,0.03698,0.02386,0.00000,0.00007,0.00000,0.00000,0.11025,0.01991,0.00000,0.00000,0.00000,0.00000,0.00322,0.00005,0.00000,0.00000,0.00000,0.00252,0.00009,0.00933,0.02710,0.00000,0.00000,0.00001,0.00000,0.00000,0.00010,0.00000,0.00000,0.00000
0.00000,0.06219,0.00006,0.00004,0.00000,0.00004,0.00017,0.00000,0.00000,0.00040,0.00000,0.00057,0.00013,0.00000,0.00000,0.00003,0.00000,0.00000,0.00010,0.00000,0.00449,0.08218,0.16304,0.00000,0.00000,0.00002,0.00000,0.00855,0.00000,0.00000,0.00000,0.00153,0.00003,0.00005,0.00292,0.00033,0.00000,0.00006,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
